pertanyaan;jawaban;kategori
Referensi Judul Skripsi !;"Sumber Informasi Perpustakaan UPN Veteran Yogyakarta
1. Kubuku.id
https://kubuku.id/download/UPN Veteran Yogyakarta/ Aplikasi yg berisi buku2 elektronik, semoga bermanfaat.
2. OPAC Katalog Perpustakaan
Alamat website :http://opac.upnyk.ac.id/libsys_master/opac/
Merupakan portal online public access catalogue (OPAC) perpustakaan di lingkungan upnyk
Terdiri dari katalog dari 17 unit kerja dan Perpustakaan Pusat upnyk
3. Repository upnyk
Alamat Website : http://eprints.upnyk.ac.id/
Merupakan website yang berisi kumpulan karya ilmiah berupa skripsi, tesis dan disertasi dalam bentuk elektronik.
Repository upnyk sudah terindeks di situs Repository Nasional di bawah Ristekbrin dengan alamat http://rama.ristekbrin.go.id/
4. Jurnal upnyk
Alamat website : http://jurnal.upnyk.ac.id/
Merupakan portal kumpulan jurnal yang diterbitkan di lingkungan UPN Veteran Yogyakarta dan sudah berbasis OJS (Open Journal System).";Fasilitas
dimana maba mendapatkan informasi?;"website UPNYK    : upnyk.ac.id
website Program Studi IF : if.upnyk.ac,id
website Program Studi SI : si.upnyk.ac.id
website Program Studi FTI : fit.upnyk.ac.id
HIMPUNAN MAHASISWA SISTEM INFORMASI
instagram : himasisfoupnvyk
email   : sisteminformasiupnyk@gmail.com
OA Line   : @lzo9967c
HIMPUNAN MAHASISWA INFORMATIKA
instagram : himatifupnvyk
Telp.    : +62895360001418
Line    : @tcg3692i
Email.   : upnvyk.himatif@gmail.com";Fasilitas
dimana saya bisa melihat update terbaru pengumuman akademik?;"website UPNYK    : upnyk.ac.id
website Program Studi IF : if.upnyk.ac,id
website Program Studi SI : si.upnyk.ac.id
website Program Studi FTI : fit.upnyk.ac.id
HIMPUNAN MAHASISWA SISTEM INFORMASI
instagram : himasisfoupnvyk
email   : sisteminformasiupnyk@gmail.com
OA Line   : @lzo9967c
HIMPUNAN MAHASISWA INFORMATIKA
instagram : himatifupnvyk
Telp.    : +62895360001418
Line    : @tcg3692i
Email.   : upnvyk.himatif@gmail.com";Fasilitas
media informasi seputar perkuliahan apa saja?;"website UPNYK    : upnyk.ac.id
website Program Studi IF : if.upnyk.ac,id
website Program Studi SI : si.upnyk.ac.id
website Program Studi FTI : fit.upnyk.ac.id
HIMPUNAN MAHASISWA SISTEM INFORMASI
instagram : himasisfoupnvyk
email   : sisteminformasiupnyk@gmail.com
OA Line   : @lzo9967c
HIMPUNAN MAHASISWA INFORMATIKA
instagram : himatifupnvyk
Telp.    : +62895360001418
Line    : @tcg3692i
Email.   : upnvyk.himatif@gmail.com";Fasilitas
media sosial atau situs resmi memuat informasi akademik upnvyk.;"website UPNYK    : upnyk.ac.id
website Program Studi IF : if.upnyk.ac,id
website Program Studi SI : si.upnyk.ac.id
website Program Studi FTI : fit.upnyk.ac.id
HIMPUNAN MAHASISWA SISTEM INFORMASI
instagram : himasisfoupnvyk
email   : sisteminformasiupnyk@gmail.com
OA Line   : @lzo9967c
HIMPUNAN MAHASISWA INFORMATIKA
instagram : himatifupnvyk
Telp.    : +62895360001418
Line    : @tcg3692i
Email.   : upnvyk.himatif@gmail.com";Fasilitas
website berita akademik di upn.;"website UPNYK    : upnyk.ac.id
website Program Studi IF : if.upnyk.ac,id
website Program Studi SI : si.upnyk.ac.id
website Program Studi FTI : fit.upnyk.ac.id
HIMPUNAN MAHASISWA SISTEM INFORMASI
instagram : himasisfoupnvyk
email   : sisteminformasiupnyk@gmail.com
OA Line   : @lzo9967c
HIMPUNAN MAHASISWA INFORMATIKA
instagram : himatifupnvyk
Telp.    : +62895360001418
Line    : @tcg3692i
Email.   : upnvyk.himatif@gmail.com";Fasilitas
adakah hospot area di kampus untuk mahasiswa?;Nama jaringan : UPNYK-mahasiswa password : mhs2018*#;Fasilitas
apa kode sandi hospot area di kampus untuk mhs?;Nama jaringan : UPNYK-mahasiswa password : mhs2018*#;Fasilitas
kata sandi koneksi wifi untuk mahasiswa apa ya?;Nama jaringan : UPNYK-mahasiswa password : mhs2018*#;Fasilitas
password koneksi internet wifi di kampus.;Nama jaringan : UPNYK-mahasiswa password : mhs2018*#;Fasilitas
username dan pass hospot wifi mhs apa?;Nama jaringan : UPNYK-mahasiswa password : mhs2018*#;Fasilitas
Namo buddhaya.;Namo buddhaya! saya Iva, Informatika Virtual Assistant! Ada yang bisa saya bantu?;greetings
Namobuddhaya.;Namo buddhaya! saya Iva, Informatika Virtual Assistant! Ada yang bisa saya bantu?;greetings
bye saya mau off.;sampai jumpa lagi!;greetings
oke.;sampai jumpa lagi!;greetings
semenit lagi saya kembali.;sampai jumpa lagi!;greetings
nanti [cerita| saya tanya lagi] ya.;Sampai nanti;greetings
sampai [nanti|disini dulu] ya?;Sampai nanti;greetings
oh gitu ok deh.;Saya berharap kita ketemu lagi.;greetings
selamat tinggal untuk sekarang.;Saya berharap kita ketemu lagi.;greetings
cukup segitu saja dulu, saya harus pergi..;Terimakasih sudah mengobrol dengan Iva!;greetings
sampai [jumpa|ketemu] [lagi|lain hari]!;Terimakasih sudah mengobrol dengan Iva!;greetings
yaudah.;Terimakasih sudah mengobrol dengan Iva!;greetings
[|selamat] siang.;Siang. Halo saya Iva, Informatika Virtual Assistant! Ada yang bisa saya bantu?;greetings
[Admin|min].;Halo saya Iva, Informatika Virtual Assistant! Ada yang bisa saya bantu?;greetings
[Bro|kak|sist|mas|mbak|coy].;Halo saya Iva, Informatika Virtual Assistant! Ada yang bisa saya bantu?;greetings
[halo|hai].;Halo saya Iva, Informatika Virtual Assistant! Ada yang bisa saya bantu?;greetings
[hello|hi|.;Halo saya Iva, Informatika Virtual Assistant! Ada yang bisa saya bantu?;greetings
Om swastiastu.;Om swastiastu! Informatika Virtual Assistant! Ada yang bisa saya bantu?;greetings
Om Swastyastu.;Om swastiastu! Informatika Virtual Assistant! Ada yang bisa saya bantu?;greetings
Omswastiastu.;Om swastiastu! Informatika Virtual Assistant! Ada yang bisa saya bantu?;greetings
adakah kabar bahagia?;Merasa luar biasa! Semoga kau pun begitu!;greetings
apa [kabar|keadaan|perasaan]mu [baik|sehat]?;Merasa luar biasa! Semoga kau pun begitu!;greetings
apa kamu baik baik saja.;Merasa luar biasa! Semoga kau pun begitu!;greetings
bagaimana [harimu|hari mu|kabarmu|kabar mu].;Merasa luar biasa! Semoga kau pun begitu!;greetings
bagaimana [kabar|keadaan|perasaan]mu hari ini?;Merasa luar biasa! Semoga kau pun begitu!;greetings
semoga sehat selalu.;Merasa luar biasa! Semoga kau pun begitu!;greetings
assalamu alaikum wr wb.;Wa alaikumsalam wr. wb. saya Iva, Informatika Virtual Assistant! Ada yang bisa saya bantu?;greetings
assalamu alaikum, mau tanya?;Wa alaikumsalam wr. wb. saya Iva, Informatika Virtual Assistant! Ada yang bisa saya bantu?;greetings
assalamualaikum warahmatullahi wabarakatu.;Wa alaikumsalam wr. wb. saya Iva, Informatika Virtual Assistant! Ada yang bisa saya bantu?;greetings
assalamualaikum.;Wa alaikumsalam wr. wb. saya Iva, Informatika Virtual Assistant! Ada yang bisa saya bantu?;greetings
Salam sejahtera bagi kita semua.;Salam sejahtera bagi kita semua! Informatika Virtual Assistant! Ada yang bisa saya bantu?;greetings
Salam sejahtera!;Salam sejahtera bagi kita semua! Informatika Virtual Assistant! Ada yang bisa saya bantu?;greetings
Salam kebajikan min.;Salam kebajikan! Informatika Virtual Assistant! Ada yang bisa saya bantu?;greetings
Salam kebajikan.;Salam kebajikan! Informatika Virtual Assistant! Ada yang bisa saya bantu?;greetings
Shalom min.;Shalom! saya Iva, Informatika Virtual Assistant! Ada yang bisa saya bantu?;greetings
Shalom.;Shalom! saya Iva, Informatika Virtual Assistant! Ada yang bisa saya bantu?;greetings
[selamat|] pagi.;Pagi. Halo saya Iva, Informatika Virtual Assistant! Ada yang bisa saya bantu?;greetings
bertemu dengan mu menyenangkan!;Begitu juga. Aku berharap bisa membantumu;greetings
[saya|] senang bertemu denganmu.;Senang bertemu denganmu juga;greetings
senang berjumpa dengan mu!;Senang bertemu denganmu juga;greetings
senang [bertemu denganmu|melihatmu].;Senang bertemu denganmu, juga;greetings
senang bisa mengobrol!;Aku juga senang ngobrol denganmu.;greetings
[saya|] senang bisa [berbicara|mengobrol] denganmu.;Kita bisa ngobrol lagi dilain waktu.;greetings
berbicara dengan mu menyenangkan!;Kita bisa ngobrol lagi dilain waktu.;greetings
[|selamat] malam.;malam. Halo saya Iva, Informatika Virtual Assistant! Ada yang bisa saya bantu?;greetings
selamat petang!;malam. Halo saya Iva, Informatika Virtual Assistant! Ada yang bisa saya bantu?;greetings
[|selamat] sore!;Sore. Halo saya Iva, Informatika Virtual Assistant! Ada yang bisa saya bantu?;greetings
[kamu|] lagi apa.;Mengobrol dengan kamu;greetings
[kamu|] sedang apa.;Menunggu balasan dari kamu;greetings
sudah bisa bayar ukt/spp ?;3 s.d 14 Agustus 2021;jadwal
Ukt pembayaran terakhir kapan ya?;3 s.d 14 Agustus 2021;jadwal
SPP pembayaran terakhir kapan ya?;4 s.d 14 Agustus 2021;jadwal
ada yang berhasil bayar ukt hari ini?;3 s.d 14 Agustus 2021;jadwal
Ada yang tau bayar kuliah kapan ?;3 s.d 14 Agustus 2021;jadwal
Aku nggak bisa terus tiap mau bayar Ini bayar ukt sampai tgl berapa ya? ;3 s.d 14 Agustus 2021;jadwal
batas pembayaran UKT sampai kapan ya?;3 s.d 14 Agustus 2021;jadwal
bayar kuliah jadinya dari kapan sampai kapan ya kalo gitu?;3 s.d 14 Agustus 2021;jadwal
kapan mulai bisa bayar UKT?;3 s.d 14 Agustus 2021;jadwal
Sampai tanggal berapa pembayaran ukt nya ada yang tau ?;3 s.d 14 Agustus 2021;jadwal
waktu untuk bisa daftar pemulihan status selesai cuti kuliah/nol sks? ;24 Juni s.d 24 Juli 2020;jadwal
agenda permohonan izin Cuti akademik?;24 Juni s.d 24 Juli 2020;jadwal
agenda permohonan pemulihan status mahasiswa aktif?;24 Juni s.d 24 Juli 2020;jadwal
jadwal bisa ngajuin permohonan cuti kapan?;24 Juni s.d 24 Juli 2020;jadwal
jadwal urus pendaftaran pemulihan status kapan?;24 Juni s.d 24 Juli 2020;jadwal
kapan batas terakhir bisa pemulihan status akademik?;24 Juni s.d 24 Juli 2020;jadwal
kapan batas terakhir pengajuan cuti akademik?;24 Juni s.d 24 Juli 2020;jadwal
tanggal berapa bisa urus nonaktif kuliah?;24 Juni s.d 24 Juli 2020;jadwal
tanggal bisa pengajuan pengembalian mahasiswa aktif setelah mangkir?;24 Juni s.d 24 Juli 2020;jadwal
waktu untuk bisa daftar nol sks di semester depan? ;24 Juni s.d 24 Juli 2020;jadwal
Agenda Pendaftaran KP Kapan?;Pendaftaran KP dibuka tanpa batas waktu sepanjang semester.;jadwal
Jadwal pendaftaran KP!;Pendaftaran KP dibuka tanpa batas waktu sepanjang semester.;jadwal
Kapan pendaftaran KP dibuka?;Pendaftaran KP dibuka tanpa batas waktu sepanjang semester.;jadwal
Mulai kapan pendaftaran KP?;Pendaftaran KP dibuka tanpa batas waktu sepanjang semester.;jadwal
Waktu pengajuan KP!;Pendaftaran KP dibuka tanpa batas waktu sepanjang semester.;jadwal
Kapan pengumuman peserta yang lolos daftar LF/Learning Factory?;Pendaftaran LF dibuka tanggal 18-24 Januari 2021. Pengumam hasil seleksi pemberkasan calon peserta magang LF akan disampaikan pada 28 Januari 2021.;jadwal
Hasil Seleksi LF kapan diumumkan?;Pendaftaran LF dibuka tanggal 18-24 Januari 2021. Pengumam hasil seleksi pemberkasan calon peserta magang LF akan disampaikan pada 28 Januari 2021.;jadwal
kapan dibuka dan akhir pendaftaran LF?;Pendaftaran LF dibuka tanggal 18-24 Januari 2021. Pengumam hasil seleksi pemberkasan calon peserta magang LF akan disampaikan pada 28 Januari 2021.;jadwal
waktu Pendaftaran dan pengumuman seleksi LF!;Pendaftaran LF dibuka tanggal 18-24 Januari 2021. Pengumam hasil seleksi pemberkasan calon peserta magang LF akan disampaikan pada 28 Januari 2021.;jadwal
waktu registrasi dan pengumuman seleksi Learning Factory!;Pendaftaran LF dibuka tanggal 18-24 Januari 2021. Pengumam hasil seleksi pemberkasan calon peserta magang LF akan disampaikan pada 28 Januari 2021.;jadwal
kapan jadwal untuk pendaftaran wisuda bulan januari?;"Pendaftaran Wisuda Periode I, III :7 Feb s.d 07 Maret 2020
Pendaftaran Wisuda Periode II, IV :05 Nopember 2020 s.d 2020
";jadwal
tanggal berapa pendaftaran wisuda dimulai?;"Pendaftaran Wisuda Periode I, III :7 Feb s.d 07 Maret 2020
Pendaftaran Wisuda Periode II, IV :05 Nopember 2020 s.d 2020
";jadwal
waktu untuk registrasi wisuda!;"Pendaftaran Wisuda Periode I, III :7 Feb s.d 07 Maret 2020
Pendaftaran Wisuda Periode II, IV :05 Nopember 2020 s.d 2020
";jadwal
adakah jadwal kegiatan akademik tahun ajaran ini lengkap?;kalender akademik.pdf;jadwal
agenda full dari awal sampai uas tanggal berapa aja?;kalender akademik.pdf;jadwal
apa saja kegiatan akademik di upn?;kalender akademik.pdf;jadwal
apakah boleh minta kalender akademik untuk semester ini?;kalender akademik.pdf;jadwal
apakah kalender akademik tersedia dalam bentuk pdf?;kalender akademik.pdf;jadwal
bisakah saya minta link buat unduh kalender akademik?;kalender akademik.pdf;jadwal
dimana kita bisa melihat kalender akademik?;kalender akademik.pdf;jadwal
dimana saya bisa mendapatkan kalender akademik terbaru?;kalender akademik.pdf;jadwal
download kalender akademik !;kalender akademik.pdf;jadwal
kalender akademik bisa dilihat di website mana?;kalender akademik.pdf;jadwal
jadwal kegiatan kkn?;7 Feb s.d 07 Maret 2020;jadwal
kapan pelaksanaan KKN?;7 Feb s.d 07 Maret 2020;jadwal
waktu kegiatan pelaksanaan KKN!;7 Feb s.d 07 Maret 2020;jadwal
waktu pelaksanaan rangkaian Kuliah kerja nyata!;7 Feb s.d 07 Maret 2020;jadwal
mulai/sampai tanggal berapa pengisian KRP?;31 Agustus s.d 11 September 2020;jadwal
Input KRP kapan ya?;31 Agustus s.d 11 September 2020;jadwal
jadwal pengisian KRS kapan?;31 Agustus s.d 11 September 2020;jadwal
kapan dilaksanakan KRS? ;31 Agustus s.d 11 September 2020;jadwal
KRS-an hari ini sampai jam berapa ya?;31 Agustus s.d 11 September 2020;jadwal
kegiatan belajar/kuliah sampai tanggal berapa ya?;7 s.d 25 September 2020;jadwal
batas akhir perkuliahan semester ini.;7 s.d 25 September 2020;jadwal
kapan tanggal batas semester ini?;7 s.d 25 September 2020;jadwal
kapan tgl mulai libur semester?;7 s.d 25 September 2020;jadwal
kegiatan di kampus dimulai kapan?;7 s.d 25 September 2020;jadwal
Mulai perkuliahan lagi kapan ya?;7 s.d 25 September 2020;jadwal
pertemuan pertama semester ini kapan ya?;7 s.d 25 September 2020;jadwal
tanggal pelaksanaan kuliah dan praktikum perdana dimulai kapan ya?;7 s.d 25 September 2020;jadwal
tanggal pertemuan kelas pertama.;7 s.d 25 September 2020;jadwal
agenda tatap muka hari pertama praktikum?;7 s.d 25 September 2020;jadwal
jadwal praktikum diawali tanggal berapa?;7 s.d 25 September 2020;jadwal
kapan mulai praktikum?;7 s.d 25 September 2020;jadwal
kegiatan praktikum dan pembelajaran berakhir kapan?;7 s.d 25 September 2020;jadwal
tgl pertemuan terakhir praktikum?;7 s.d 25 September 2020;jadwal
apakah ada jadwal susulan untuk uts/uas?;"semeseter ganjil 28 Sept s.d 13 Nopember 2020
semester genap 30 Nov 2020 s.d. 20 Jan 2021";jadwal
apakah ada jadwal susulan untuk kuis?;"semeseter ganjil 28 Sept s.d 13 Nopember 2020
semester genap 30 Nov 2020 s.d. 20 Jan 2022";jadwal
agenda pelaksanaan ujian tgl berapa ya?;"semeseter ganjil 28 Sept s.d 13 Nopember 2020
semester genap 30 Nov 2020 s.d. 20 Jan 2021";jadwal
evaluasi pembelajaran dilaksanakan kapan?;"semeseter ganjil 28 Sept s.d 13 Nopember 2020
semester genap 30 Nov 2020 s.d. 20 Jan 2021";jadwal
hari pelaksanaan uts dan uas?;"semeseter ganjil 28 Sept s.d 13 Nopember 2020
semester genap 30 Nov 2020 s.d. 20 Jan 2021";jadwal
kapan ujian tengah dan akhir semester?;"semeseter ganjil 28 Sept s.d 13 Nopember 2020
semester genap 30 Nov 2020 s.d. 20 Jan 2021";jadwal
kegiatan ujian tgl berapa dilakukan?;"semeseter ganjil 28 Sept s.d 13 Nopember 2020
semester genap 30 Nov 2020 s.d. 20 Jan 2021";jadwal
mulai tanggal berapa ujian?;"semeseter ganjil 28 Sept s.d 13 Nopember 2020
semester genap 30 Nov 2020 s.d. 20 Jan 2021";jadwal
Tanggal pelaksanaan UTS semester ini.;"semeseter ganjil 28 Sept s.d 13 Nopember 2020
semester genap 30 Nov 2020 s.d. 20 Jan 2021";jadwal
ujian semesteran kapan?;"semeseter ganjil 28 Sept s.d 13 Nopember 2020
semester genap 30 Nov 2020 s.d. 20 Jan 2021";jadwal
ada batas waktu pengajuan sidang ta2 semester ini?;JADWAL PENDAFTARAN SIDANG;jadwal
jadwal pendadaran terbaru.;JADWAL PENDAFTARAN SIDANG;jadwal
kapan batas pengumpulan berkas ta2?;JADWAL PENDAFTARAN SIDANG;jadwal
pendaftaran terakhir sidang pendadaran kapan?;JADWAL PENDAFTARAN SIDANG;jadwal
pengajuan ujian lisan tugas akhir 2 kapan dibuka?;JADWAL PENDAFTARAN SIDANG;jadwal
[matkul] kelas B jam berapa?;jadwal_.doc;jadwal
agenda kuliah dan praktikum.;jadwal_.doc;jadwal
berikan agenda saya hari ini?;jadwal_.doc;jadwal
besok kuliah belajar apa?;jadwal_.doc;jadwal
boleh minta jadwal MK?;jadwal_.doc;jadwal
di pattimura berapa kelas sistem informasi a?;jadwal_.doc;jadwal
hari senin kuliah apa saja?;jadwal_.doc;jadwal
tolong perlihatkan jadwal saya?;jadwal_.doc;jadwal
jadwal praktikum pdf.;jadwal_.doc;jadwal
lab praktikum [matkul] dimana?;jadwal_.doc;jadwal
praktikum [matkul] jam berapa?;jadwal_.doc;jadwal
praktikum [matkul] kapan?;jadwal_.doc;jadwal
praktikum [matkul] kelas A di laboratorium apa?;jadwal_.doc;jadwal
apakah masih ada pembetulan jadwal kuliah?;14 Sept s.d 16 September 2020;jadwal
masih bisa koreksi jadwal matkul ngga ya? ;14 Sept s.d 16 September 2020;jadwal
ralat KRS sampai kapan?;14 Sept s.d 16 September 2020;jadwal
Revisi KRP apakah ada?;14 Sept s.d 16 September 2020;jadwal
saya masih belum dapat kelas masih ada perbaikan KRS ngga ya?;14 Sept s.d 16 September 2020;jadwal
jadwal pendaftaran semester pendek!;Mahasiswa dapat mendaftarkan setelah perkuliahan semester genap selesai.;jadwal
Kapan pendaftaran semester antara dibuka?;Mahasiswa dapat mendaftarkan setelah perkuliahan semester genap selesai.;jadwal
tanggal registrasi semester antara?;Mahasiswa dapat mendaftarkan setelah perkuliahan semester genap selesai.;jadwal
agenda sempro sudah dipublikasi belum ya dan dapat dilihat dimana?;Jadwal Seminar Tugas Akhir.jpg;jadwal
berita jadwal seminar bisa dilihat dimana?;Jadwal Seminar Tugas Akhir.jpg;jadwal
jadwal seminar tugas akhir bulan ini tanggal berapa dan apakah jadwalnya sudah keluar?;Jadwal Seminar Tugas Akhir.jpg;jadwal
