pertanyaan;intent;jawaban;kategori
Sumber informasi ilmiah online yang di fasilitasi kampus?;ldf.reverensi ;"Sumber Informasi Di Luar Lingkungan UPN Veteran Yogyakarta
1. RAMA Repository
Alamat website : http://rama.ristekbrin.go.id/
RAMA merupakan repository nasional yang berisi laporan penelitian (tugas akhir, skripsi, tesis dan disertasi) yang bukan merupakan publikasi di jurnal ilmiah.
Rama repository terintegrasi dengan data repository yang diizinkan diakses dari repository perguruan tinggi dan lembaga penelitian di Indonesia yang telah terdaftar ke RAMA Repository. (Ristekdikti 2019)
2. GARUDA  (Garba Rujukan Digital)
Alamat website : http://garuda.ristekbrin.go.id/
Merupakan repository artikel jurnal nasional Indonesia
Garuda menyediakan metadata publikasi nasional Indoensia, penelusuran artikel ilmiah jurnal dan prosiding nasional
Tersedia download artikel secara fulltext
3. SINTA (Science and Technology Index)
Alamat Website : http://sinta.ristekbrin.go.id/
SINTA merupakan situs yang dibangun Kemenristekdikti (Sekarang Kemenristekdikti/Brin) yang memberikan akses terkait sitasi dan direktori profil para ahli/peneliti di Indonesia di berbagai bidang keilmuan.
SINTA menyediakan informasi untuk mengukur kinerja peneliti, lembaga dan jurnal di Indonesia.
SINTA memberikan tolok ukur dan analisis, identifikasi kekuatan penelitian masing-masing lembaga untuk mengembangkan kemitraan, kolaboratif  di antara lembaga
SINTA juga memberikan analisis tren penelitian (Ristekdikti 2019)
4. iPusnas
Merupakan aplikasi perpustakaan digital persembahan Perpustakaan Nasional Republik Indonesia.
Aplikasi ini menyediakan koleksi ebook yang bisa dipinjam selama beberapa waktu.
Civitas bisa mendownload aplikasi iPusnas di App Store dan/ Play Store kemudian melakukan register, dengan keyword iPusnas
5. E-Resources Perpusnas RI
Alamat website : http://e-resources.perpusnas.go.id/
Merupakan portal untuk mengakses bahan perpustakan digital yang dilanggan oleh Perpusnas RI
Untuk bisa mengakses fasilitas ini, civitas harus melakukan registrasi dan memiliki nomor keangotaan yang resmi. Fasilitas keanggotaan bisa diakses di http://keanggotaan.perpusnas.go.id.
6. DOAJ.org
Memuat Artikel jurnal internasional dan nasional yang bersifat open Acces
7.ScienceDirect dari Elsevier
Database E-Journal ScienceDirect dari Elsevier memuat berbagai artikel jurnal disiplin ilmu mulai dr Teknik, Agriculture, Kesehatan hingga Sosial Science, Bisnis, Management, Accounting ada semuanya.
Akses dengan Jaringan kampus tanpa username dan password atau login dengan Email institusi
8. E-jounal Wiley
Akses E-Journal Wiley juga sudah aktif, silahkan diakses melalui jaringan kampus, gratis dan fulltext atau login dengan Email institusi.
9.ejournal ProQuest
Ini baru beberapa jurnal elektronik yg dilanggan #upnvy. Mau tau lebih banyak lagi kunjungi saja https://search.proquest.com gratis menggunakan wifi kampus atau silahkan meminta username dan password untuk mengaksesnya diluar jaringan internet kampus.
Database ejournal ProQuest sudah aktif untuk akses di UPN Veteran Yogyakarta. Subjek yang dilanggan antara lain:
ABI/INFORM Global (Ekonomi dan Bisnis)
Agricultural Science Database (Pertanian)
Engineering Database (Teknik)
Research Library (Multidisiplin Ilmu)
Akses tanpa username/password dapat dilakukan melalui jaringan di kampus dengan url : www.proquest.com
Akses diluar kampus melalui url: www.proquest.com/login
Username dan password silahkan menghubungi pustakawan
10. ipusnas.id dan ijogja.id.
Referensi tambahan ebook gratis, dapat di download di playstore. Untuk informasi lebih lanjut ipusnas.id dan ijogja.id.";lokasi dan fasilitas
sumber informasi ilmiah rujukan. ;ldf.reverensi ;"Sumber Informasi Di Luar Lingkungan UPN Veteran Yogyakarta
1. RAMA Repository
Alamat website : http://rama.ristekbrin.go.id/
RAMA merupakan repository nasional yang berisi laporan penelitian (tugas akhir, skripsi, tesis dan disertasi) yang bukan merupakan publikasi di jurnal ilmiah.
Rama repository terintegrasi dengan data repository yang diizinkan diakses dari repository perguruan tinggi dan lembaga penelitian di Indonesia yang telah terdaftar ke RAMA Repository. (Ristekdikti 2019)
2. GARUDA  (Garba Rujukan Digital)
Alamat website : http://garuda.ristekbrin.go.id/
Merupakan repository artikel jurnal nasional Indonesia
Garuda menyediakan metadata publikasi nasional Indoensia, penelusuran artikel ilmiah jurnal dan prosiding nasional
Tersedia download artikel secara fulltext
3. SINTA (Science and Technology Index)
Alamat Website : http://sinta.ristekbrin.go.id/
SINTA merupakan situs yang dibangun Kemenristekdikti (Sekarang Kemenristekdikti/Brin) yang memberikan akses terkait sitasi dan direktori profil para ahli/peneliti di Indonesia di berbagai bidang keilmuan.
SINTA menyediakan informasi untuk mengukur kinerja peneliti, lembaga dan jurnal di Indonesia.
SINTA memberikan tolok ukur dan analisis, identifikasi kekuatan penelitian masing-masing lembaga untuk mengembangkan kemitraan, kolaboratif  di antara lembaga
SINTA juga memberikan analisis tren penelitian (Ristekdikti 2019)
4. iPusnas
Merupakan aplikasi perpustakaan digital persembahan Perpustakaan Nasional Republik Indonesia.
Aplikasi ini menyediakan koleksi ebook yang bisa dipinjam selama beberapa waktu.
Civitas bisa mendownload aplikasi iPusnas di App Store dan/ Play Store kemudian melakukan register, dengan keyword iPusnas
5. E-Resources Perpusnas RI
Alamat website : http://e-resources.perpusnas.go.id/
Merupakan portal untuk mengakses bahan perpustakan digital yang dilanggan oleh Perpusnas RI
Untuk bisa mengakses fasilitas ini, civitas harus melakukan registrasi dan memiliki nomor keangotaan yang resmi. Fasilitas keanggotaan bisa diakses di http://keanggotaan.perpusnas.go.id.
6. DOAJ.org
Memuat Artikel jurnal internasional dan nasional yang bersifat open Acces
7.ScienceDirect dari Elsevier
Database E-Journal ScienceDirect dari Elsevier memuat berbagai artikel jurnal disiplin ilmu mulai dr Teknik, Agriculture, Kesehatan hingga Sosial Science, Bisnis, Management, Accounting ada semuanya.
Akses dengan Jaringan kampus tanpa username dan password atau login dengan Email institusi
8. E-jounal Wiley
Akses E-Journal Wiley juga sudah aktif, silahkan diakses melalui jaringan kampus, gratis dan fulltext atau login dengan Email institusi.
9.ejournal ProQuest
Ini baru beberapa jurnal elektronik yg dilanggan #upnvy. Mau tau lebih banyak lagi kunjungi saja https://search.proquest.com gratis menggunakan wifi kampus atau silahkan meminta username dan password untuk mengaksesnya diluar jaringan internet kampus.
Database ejournal ProQuest sudah aktif untuk akses di UPN Veteran Yogyakarta. Subjek yang dilanggan antara lain:
ABI/INFORM Global (Ekonomi dan Bisnis)
Agricultural Science Database (Pertanian)
Engineering Database (Teknik)
Research Library (Multidisiplin Ilmu)
Akses tanpa username/password dapat dilakukan melalui jaringan di kampus dengan url : www.proquest.com
Akses diluar kampus melalui url: www.proquest.com/login
Username dan password silahkan menghubungi pustakawan
10. ipusnas.id dan ijogja.id.
Referensi tambahan ebook gratis, dapat di download di playstore. Untuk informasi lebih lanjut ipusnas.id dan ijogja.id.";lokasi dan fasilitas
website untuk mencari jurnal rujukan penelitian dimana saja? ;ldf.reverensi ;"Sumber Informasi Di Luar Lingkungan UPN Veteran Yogyakarta
1. RAMA Repository
Alamat website : http://rama.ristekbrin.go.id/
RAMA merupakan repository nasional yang berisi laporan penelitian (tugas akhir, skripsi, tesis dan disertasi) yang bukan merupakan publikasi di jurnal ilmiah.
Rama repository terintegrasi dengan data repository yang diizinkan diakses dari repository perguruan tinggi dan lembaga penelitian di Indonesia yang telah terdaftar ke RAMA Repository. (Ristekdikti 2019)
2. GARUDA  (Garba Rujukan Digital)
Alamat website : http://garuda.ristekbrin.go.id/
Merupakan repository artikel jurnal nasional Indonesia
Garuda menyediakan metadata publikasi nasional Indoensia, penelusuran artikel ilmiah jurnal dan prosiding nasional
Tersedia download artikel secara fulltext
3. SINTA (Science and Technology Index)
Alamat Website : http://sinta.ristekbrin.go.id/
SINTA merupakan situs yang dibangun Kemenristekdikti (Sekarang Kemenristekdikti/Brin) yang memberikan akses terkait sitasi dan direktori profil para ahli/peneliti di Indonesia di berbagai bidang keilmuan.
SINTA menyediakan informasi untuk mengukur kinerja peneliti, lembaga dan jurnal di Indonesia.
SINTA memberikan tolok ukur dan analisis, identifikasi kekuatan penelitian masing-masing lembaga untuk mengembangkan kemitraan, kolaboratif  di antara lembaga
SINTA juga memberikan analisis tren penelitian (Ristekdikti 2019)
4. iPusnas
Merupakan aplikasi perpustakaan digital persembahan Perpustakaan Nasional Republik Indonesia.
Aplikasi ini menyediakan koleksi ebook yang bisa dipinjam selama beberapa waktu.
Civitas bisa mendownload aplikasi iPusnas di App Store dan/ Play Store kemudian melakukan register, dengan keyword iPusnas
5. E-Resources Perpusnas RI
Alamat website : http://e-resources.perpusnas.go.id/
Merupakan portal untuk mengakses bahan perpustakan digital yang dilanggan oleh Perpusnas RI
Untuk bisa mengakses fasilitas ini, civitas harus melakukan registrasi dan memiliki nomor keangotaan yang resmi. Fasilitas keanggotaan bisa diakses di http://keanggotaan.perpusnas.go.id.
6. DOAJ.org
Memuat Artikel jurnal internasional dan nasional yang bersifat open Acces
7.ScienceDirect dari Elsevier
Database E-Journal ScienceDirect dari Elsevier memuat berbagai artikel jurnal disiplin ilmu mulai dr Teknik, Agriculture, Kesehatan hingga Sosial Science, Bisnis, Management, Accounting ada semuanya.
Akses dengan Jaringan kampus tanpa username dan password atau login dengan Email institusi
8. E-jounal Wiley
Akses E-Journal Wiley juga sudah aktif, silahkan diakses melalui jaringan kampus, gratis dan fulltext atau login dengan Email institusi.
9.ejournal ProQuest
Ini baru beberapa jurnal elektronik yg dilanggan #upnvy. Mau tau lebih banyak lagi kunjungi saja https://search.proquest.com gratis menggunakan wifi kampus atau silahkan meminta username dan password untuk mengaksesnya diluar jaringan internet kampus.
Database ejournal ProQuest sudah aktif untuk akses di UPN Veteran Yogyakarta. Subjek yang dilanggan antara lain:
ABI/INFORM Global (Ekonomi dan Bisnis)
Agricultural Science Database (Pertanian)
Engineering Database (Teknik)
Research Library (Multidisiplin Ilmu)
Akses tanpa username/password dapat dilakukan melalui jaringan di kampus dengan url : www.proquest.com
Akses diluar kampus melalui url: www.proquest.com/login
Username dan password silahkan menghubungi pustakawan
10. ipusnas.id dan ijogja.id.
Referensi tambahan ebook gratis, dapat di download di playstore. Untuk informasi lebih lanjut ipusnas.id dan ijogja.id.";lokasi dan fasilitas
apa website yang kumpulan karya ilmiah skripsi, tesis dan disertasi?;ldf.reverensi ;"Sumber Informasi Perpustakaan UPN Veteran Yogyakarta
1. Kubuku.id
https://kubuku.id/download/UPN Veteran Yogyakarta/ Aplikasi yg berisi buku2 elektronik, semoga bermanfaat.
2. OPAC Katalog Perpustakaan
Alamat website :http://opac.upnyk.ac.id/libsys_master/opac/
Merupakan portal online public access catalogue (OPAC) perpustakaan di lingkungan upnyk
Terdiri dari katalog dari 17 unit kerja dan Perpustakaan Pusat upnyk
3. Repository upnyk
Alamat Website : http://eprints.upnyk.ac.id/
Merupakan website yang berisi kumpulan karya ilmiah berupa skripsi, tesis dan disertasi dalam bentuk elektronik.
Repository upnyk sudah terindeks di situs Repository Nasional di bawah Ristekbrin dengan alamat http://rama.ristekbrin.go.id/
4. Jurnal upnyk
Alamat website : http://jurnal.upnyk.ac.id/
Merupakan portal kumpulan jurnal yang diterbitkan di lingkungan UPN Veteran Yogyakarta dan sudah berbasis OJS (Open Journal System).";lokasi dan fasilitas
dimana kami dapat melihat judul-judul skripsi kating?;ldf.reverensi ;"Sumber Informasi Perpustakaan UPN Veteran Yogyakarta
1. Kubuku.id
https://kubuku.id/download/UPN Veteran Yogyakarta/ Aplikasi yg berisi buku2 elektronik, semoga bermanfaat.
2. OPAC Katalog Perpustakaan
Alamat website :http://opac.upnyk.ac.id/libsys_master/opac/
Merupakan portal online public access catalogue (OPAC) perpustakaan di lingkungan upnyk
Terdiri dari katalog dari 17 unit kerja dan Perpustakaan Pusat upnyk
3. Repository upnyk
Alamat Website : http://eprints.upnyk.ac.id/
Merupakan website yang berisi kumpulan karya ilmiah berupa skripsi, tesis dan disertasi dalam bentuk elektronik.
Repository upnyk sudah terindeks di situs Repository Nasional di bawah Ristekbrin dengan alamat http://rama.ristekbrin.go.id/
4. Jurnal upnyk
Alamat website : http://jurnal.upnyk.ac.id/
Merupakan portal kumpulan jurnal yang diterbitkan di lingkungan UPN Veteran Yogyakarta dan sudah berbasis OJS (Open Journal System).";lokasi dan fasilitas
link Repository Penelitian UPNVYogyakarta!;ldf.reverensi ;"Sumber Informasi Perpustakaan UPN Veteran Yogyakarta
1. Kubuku.id
https://kubuku.id/download/UPN Veteran Yogyakarta/ Aplikasi yg berisi buku2 elektronik, semoga bermanfaat.
2. OPAC Katalog Perpustakaan
Alamat website :http://opac.upnyk.ac.id/libsys_master/opac/
Merupakan portal online public access catalogue (OPAC) perpustakaan di lingkungan upnyk
Terdiri dari katalog dari 17 unit kerja dan Perpustakaan Pusat upnyk
3. Repository upnyk
Alamat Website : http://eprints.upnyk.ac.id/
Merupakan website yang berisi kumpulan karya ilmiah berupa skripsi, tesis dan disertasi dalam bentuk elektronik.
Repository upnyk sudah terindeks di situs Repository Nasional di bawah Ristekbrin dengan alamat http://rama.ristekbrin.go.id/
4. Jurnal upnyk
Alamat website : http://jurnal.upnyk.ac.id/
Merupakan portal kumpulan jurnal yang diterbitkan di lingkungan UPN Veteran Yogyakarta dan sudah berbasis OJS (Open Journal System).";lokasi dan fasilitas
Referensi Judul Skripsi !;ldf.reverensi ;"Sumber Informasi Perpustakaan UPN Veteran Yogyakarta
1. Kubuku.id
https://kubuku.id/download/UPN Veteran Yogyakarta/ Aplikasi yg berisi buku2 elektronik, semoga bermanfaat.
2. OPAC Katalog Perpustakaan
Alamat website :http://opac.upnyk.ac.id/libsys_master/opac/
Merupakan portal online public access catalogue (OPAC) perpustakaan di lingkungan upnyk
Terdiri dari katalog dari 17 unit kerja dan Perpustakaan Pusat upnyk
3. Repository upnyk
Alamat Website : http://eprints.upnyk.ac.id/
Merupakan website yang berisi kumpulan karya ilmiah berupa skripsi, tesis dan disertasi dalam bentuk elektronik.
Repository upnyk sudah terindeks di situs Repository Nasional di bawah Ristekbrin dengan alamat http://rama.ristekbrin.go.id/
4. Jurnal upnyk
Alamat website : http://jurnal.upnyk.ac.id/
Merupakan portal kumpulan jurnal yang diterbitkan di lingkungan UPN Veteran Yogyakarta dan sudah berbasis OJS (Open Journal System).";lokasi dan fasilitas
TA/Tugas Akhir kakak tingkat di publikasi dimana?;ldf.reverensi ;"Sumber Informasi Perpustakaan UPN Veteran Yogyakarta
1. Kubuku.id
https://kubuku.id/download/UPN Veteran Yogyakarta/ Aplikasi yg berisi buku2 elektronik, semoga bermanfaat.
2. OPAC Katalog Perpustakaan
Alamat website :http://opac.upnyk.ac.id/libsys_master/opac/
Merupakan portal online public access catalogue (OPAC) perpustakaan di lingkungan upnyk
Terdiri dari katalog dari 17 unit kerja dan Perpustakaan Pusat upnyk
3. Repository upnyk
Alamat Website : http://eprints.upnyk.ac.id/
Merupakan website yang berisi kumpulan karya ilmiah berupa skripsi, tesis dan disertasi dalam bentuk elektronik.
Repository upnyk sudah terindeks di situs Repository Nasional di bawah Ristekbrin dengan alamat http://rama.ristekbrin.go.id/
4. Jurnal upnyk
Alamat website : http://jurnal.upnyk.ac.id/
Merupakan portal kumpulan jurnal yang diterbitkan di lingkungan UPN Veteran Yogyakarta dan sudah berbasis OJS (Open Journal System).";lokasi dan fasilitas
dimana maba mendapatkan informasi?;ldf.website;"website UPNYK    : upnyk.ac.id
website Program Studi IF : if.upnyk.ac,id
website Program Studi SI : si.upnyk.ac.id
website Program Studi FTI : fit.upnyk.ac.id
HIMPUNAN MAHASISWA SISTEM INFORMASI
instagram : himasisfoupnvyk
email   : sisteminformasiupnyk@gmail.com
OA Line   : @lzo9967c
HIMPUNAN MAHASISWA INFORMATIKA
instagram : himatifupnvyk
Telp.    : +62895360001418
Line    : @tcg3692i
Email.   : upnvyk.himatif@gmail.com";lokasi dan fasilitas
dimana saya bisa melihat update terbaru pengumuman akademik?;ldf.website;"website UPNYK    : upnyk.ac.id
website Program Studi IF : if.upnyk.ac,id
website Program Studi SI : si.upnyk.ac.id
website Program Studi FTI : fit.upnyk.ac.id
HIMPUNAN MAHASISWA SISTEM INFORMASI
instagram : himasisfoupnvyk
email   : sisteminformasiupnyk@gmail.com
OA Line   : @lzo9967c
HIMPUNAN MAHASISWA INFORMATIKA
instagram : himatifupnvyk
Telp.    : +62895360001418
Line    : @tcg3692i
Email.   : upnvyk.himatif@gmail.com";lokasi dan fasilitas
media informasi seputar perkuliahan apa saja?;ldf.website;"website UPNYK    : upnyk.ac.id
website Program Studi IF : if.upnyk.ac,id
website Program Studi SI : si.upnyk.ac.id
website Program Studi FTI : fit.upnyk.ac.id
HIMPUNAN MAHASISWA SISTEM INFORMASI
instagram : himasisfoupnvyk
email   : sisteminformasiupnyk@gmail.com
OA Line   : @lzo9967c
HIMPUNAN MAHASISWA INFORMATIKA
instagram : himatifupnvyk
Telp.    : +62895360001418
Line    : @tcg3692i
Email.   : upnvyk.himatif@gmail.com";lokasi dan fasilitas
media sosial atau situs resmi memuat informasi akademik upnvyk.;ldf.website;"website UPNYK    : upnyk.ac.id
website Program Studi IF : if.upnyk.ac,id
website Program Studi SI : si.upnyk.ac.id
website Program Studi FTI : fit.upnyk.ac.id
HIMPUNAN MAHASISWA SISTEM INFORMASI
instagram : himasisfoupnvyk
email   : sisteminformasiupnyk@gmail.com
OA Line   : @lzo9967c
HIMPUNAN MAHASISWA INFORMATIKA
instagram : himatifupnvyk
Telp.    : +62895360001418
Line    : @tcg3692i
Email.   : upnvyk.himatif@gmail.com";lokasi dan fasilitas
website berita akademik di upn.;ldf.website;"website UPNYK    : upnyk.ac.id
website Program Studi IF : if.upnyk.ac,id
website Program Studi SI : si.upnyk.ac.id
website Program Studi FTI : fit.upnyk.ac.id
HIMPUNAN MAHASISWA SISTEM INFORMASI
instagram : himasisfoupnvyk
email   : sisteminformasiupnyk@gmail.com
OA Line   : @lzo9967c
HIMPUNAN MAHASISWA INFORMATIKA
instagram : himatifupnvyk
Telp.    : +62895360001418
Line    : @tcg3692i
Email.   : upnvyk.himatif@gmail.com";lokasi dan fasilitas
adakah hospot area di kampus untuk mahasiswa?;ldf.wifi;Nama jaringan : UPNYK-mahasiswa password : mhs2018*#;lokasi dan fasilitas
apa kode sandi hospot area di kampus untuk mhs?;ldf.wifi;Nama jaringan : UPNYK-mahasiswa password : mhs2018*#;lokasi dan fasilitas
kata sandi koneksi wifi untuk mahasiswa apa ya?;ldf.wifi;Nama jaringan : UPNYK-mahasiswa password : mhs2018*#;lokasi dan fasilitas
password koneksi internet wifi di kampus.;ldf.wifi;Nama jaringan : UPNYK-mahasiswa password : mhs2018*#;lokasi dan fasilitas
username dan pass hospot wifi mhs apa?;ldf.wifi;Nama jaringan : UPNYK-mahasiswa password : mhs2018*#;lokasi dan fasilitas
AKPK adalah.;ds.akpk;Biro Akademik, Kemahasiswaan, Perencanaan, dan Kerjasama.;dosen dan staff
AKPK upnvyk merupakan.;ds.akpk;Biro Akademik, Kemahasiswaan, Perencanaan, dan Kerjasama.;dosen dan staff
