pertanyaan;jawaban;intent;label
bagaimana tahapan pindah prodi?;"Mahasiswa Pindahan
1. UPN Veteran Yogyakarta memberi kesempatan mahasiswa pindah program studi di lingkungan UPN Veteran Yogyakarta satu kali pada akhir tahun pertama.
2. Pindah program studi sebagaimana dimaksud poin 1. tidak mengubah batas waktu studi.
3. Mahasiswa yang akan melaksanakan pindah program studi harus lulus seleksi Penerimaan Mahasiswa Baru pada program studi yang dituju di UPN Veteran Yogyakarta
4. Mahasiswa yang akan melaksanakan pindah program studi harus sudah melunasi kewajiban administrasi keuangan sampai dengan semester terakhir pada program studi yang akan ditinggalkan.
5. Nilai akademik yang telah diperoleh mahasiswa pindah Program studi pada Program studi sebelumnya tidak dapat diakui/dikonversi pada program studi baru.";administrasi.pindah;peraturan administrasi akademik
ingin rasanya pindah program studi?;"Mahasiswa Pindahan
1. UPN Veteran Yogyakarta memberi kesempatan mahasiswa pindah program studi di lingkungan UPN Veteran Yogyakarta satu kali pada akhir tahun pertama.
2. Pindah program studi sebagaimana dimaksud poin 1. tidak mengubah batas waktu studi.
3. Mahasiswa yang akan melaksanakan pindah program studi harus lulus seleksi Penerimaan Mahasiswa Baru pada program studi yang dituju di UPN Veteran Yogyakarta
4. Mahasiswa yang akan melaksanakan pindah program studi harus sudah melunasi kewajiban administrasi keuangan sampai dengan semester terakhir pada program studi yang akan ditinggalkan.
5. Nilai akademik yang telah diperoleh mahasiswa pindah Program studi pada Program studi sebelumnya tidak dapat diakui/dikonversi pada program studi baru.";administrasi.pindah;peraturan administrasi akademik
kapan mahasiswa diberi kesempatan pindah prodi?;"Mahasiswa Pindahan
1. UPN Veteran Yogyakarta memberi kesempatan mahasiswa pindah program studi di lingkungan UPN Veteran Yogyakarta satu kali pada akhir tahun pertama.
2. Pindah program studi sebagaimana dimaksud poin 1. tidak mengubah batas waktu studi.
3. Mahasiswa yang akan melaksanakan pindah program studi harus lulus seleksi Penerimaan Mahasiswa Baru pada program studi yang dituju di UPN Veteran Yogyakarta
4. Mahasiswa yang akan melaksanakan pindah program studi harus sudah melunasi kewajiban administrasi keuangan sampai dengan semester terakhir pada program studi yang akan ditinggalkan.
5. Nilai akademik yang telah diperoleh mahasiswa pindah Program studi pada Program studi sebelumnya tidak dapat diakui/dikonversi pada program studi baru.";administrasi.pindah;peraturan administrasi akademik
Kapan mhs boleh pindah studi?;"Mahasiswa Pindahan
1. UPN Veteran Yogyakarta memberi kesempatan mahasiswa pindah program studi di lingkungan UPN Veteran Yogyakarta satu kali pada akhir tahun pertama.
2. Pindah program studi sebagaimana dimaksud poin 1. tidak mengubah batas waktu studi.
3. Mahasiswa yang akan melaksanakan pindah program studi harus lulus seleksi Penerimaan Mahasiswa Baru pada program studi yang dituju di UPN Veteran Yogyakarta
4. Mahasiswa yang akan melaksanakan pindah program studi harus sudah melunasi kewajiban administrasi keuangan sampai dengan semester terakhir pada program studi yang akan ditinggalkan.
5. Nilai akademik yang telah diperoleh mahasiswa pindah Program studi pada Program studi sebelumnya tidak dapat diakui/dikonversi pada program studi baru.";administrasi.pindah;peraturan administrasi akademik
kapan seleksi mhs pindah prodi?;"Mahasiswa Pindahan
1. UPN Veteran Yogyakarta memberi kesempatan mahasiswa pindah program studi di lingkungan UPN Veteran Yogyakarta satu kali pada akhir tahun pertama.
2. Pindah program studi sebagaimana dimaksud poin 1. tidak mengubah batas waktu studi.
3. Mahasiswa yang akan melaksanakan pindah program studi harus lulus seleksi Penerimaan Mahasiswa Baru pada program studi yang dituju di UPN Veteran Yogyakarta
4. Mahasiswa yang akan melaksanakan pindah program studi harus sudah melunasi kewajiban administrasi keuangan sampai dengan semester terakhir pada program studi yang akan ditinggalkan.
5. Nilai akademik yang telah diperoleh mahasiswa pindah Program studi pada Program studi sebelumnya tidak dapat diakui/dikonversi pada program studi baru.";administrasi.pindah;peraturan administrasi akademik
ketika diterima prodi baru apakah nilai matkul yang sama bisa digunakan?;"Mahasiswa Pindahan
1. UPN Veteran Yogyakarta memberi kesempatan mahasiswa pindah program studi di lingkungan UPN Veteran Yogyakarta satu kali pada akhir tahun pertama.
2. Pindah program studi sebagaimana dimaksud poin 1. tidak mengubah batas waktu studi.
3. Mahasiswa yang akan melaksanakan pindah program studi harus lulus seleksi Penerimaan Mahasiswa Baru pada program studi yang dituju di UPN Veteran Yogyakarta
4. Mahasiswa yang akan melaksanakan pindah program studi harus sudah melunasi kewajiban administrasi keuangan sampai dengan semester terakhir pada program studi yang akan ditinggalkan.
5. Nilai akademik yang telah diperoleh mahasiswa pindah Program studi pada Program studi sebelumnya tidak dapat diakui/dikonversi pada program studi baru.";administrasi.pindah;peraturan administrasi akademik
ketika pindah prodi apakah nilai mata kuliah masih bisa dipakai?;"Mahasiswa Pindahan
1. UPN Veteran Yogyakarta memberi kesempatan mahasiswa pindah program studi di lingkungan UPN Veteran Yogyakarta satu kali pada akhir tahun pertama.
2. Pindah program studi sebagaimana dimaksud poin 1. tidak mengubah batas waktu studi.
3. Mahasiswa yang akan melaksanakan pindah program studi harus lulus seleksi Penerimaan Mahasiswa Baru pada program studi yang dituju di UPN Veteran Yogyakarta
4. Mahasiswa yang akan melaksanakan pindah program studi harus sudah melunasi kewajiban administrasi keuangan sampai dengan semester terakhir pada program studi yang akan ditinggalkan.
5. Nilai akademik yang telah diperoleh mahasiswa pindah Program studi pada Program studi sebelumnya tidak dapat diakui/dikonversi pada program studi baru.";administrasi.pindah;peraturan administrasi akademik
Langkah yang harus dilalui untuk pindah program studi?;"Mahasiswa Pindahan
1. UPN Veteran Yogyakarta memberi kesempatan mahasiswa pindah program studi di lingkungan UPN Veteran Yogyakarta satu kali pada akhir tahun pertama.
2. Pindah program studi sebagaimana dimaksud poin 1. tidak mengubah batas waktu studi.
3. Mahasiswa yang akan melaksanakan pindah program studi harus lulus seleksi Penerimaan Mahasiswa Baru pada program studi yang dituju di UPN Veteran Yogyakarta
4. Mahasiswa yang akan melaksanakan pindah program studi harus sudah melunasi kewajiban administrasi keuangan sampai dengan semester terakhir pada program studi yang akan ditinggalkan.
5. Nilai akademik yang telah diperoleh mahasiswa pindah Program studi pada Program studi sebelumnya tidak dapat diakui/dikonversi pada program studi baru.";administrasi.pindah;peraturan administrasi akademik
pengurusan pindah prodi prosesnya bagaimana?;"Mahasiswa Pindahan
1. UPN Veteran Yogyakarta memberi kesempatan mahasiswa pindah program studi di lingkungan UPN Veteran Yogyakarta satu kali pada akhir tahun pertama.
2. Pindah program studi sebagaimana dimaksud poin 1. tidak mengubah batas waktu studi.
3. Mahasiswa yang akan melaksanakan pindah program studi harus lulus seleksi Penerimaan Mahasiswa Baru pada program studi yang dituju di UPN Veteran Yogyakarta
4. Mahasiswa yang akan melaksanakan pindah program studi harus sudah melunasi kewajiban administrasi keuangan sampai dengan semester terakhir pada program studi yang akan ditinggalkan.
5. Nilai akademik yang telah diperoleh mahasiswa pindah Program studi pada Program studi sebelumnya tidak dapat diakui/dikonversi pada program studi baru.";administrasi.pindah;peraturan administrasi akademik
persyaratan yang perlu disiapkan untuk pindah program studi?;"Mahasiswa Pindahan
1. UPN Veteran Yogyakarta memberi kesempatan mahasiswa pindah program studi di lingkungan UPN Veteran Yogyakarta satu kali pada akhir tahun pertama.
2. Pindah program studi sebagaimana dimaksud poin 1. tidak mengubah batas waktu studi.
3. Mahasiswa yang akan melaksanakan pindah program studi harus lulus seleksi Penerimaan Mahasiswa Baru pada program studi yang dituju di UPN Veteran Yogyakarta
4. Mahasiswa yang akan melaksanakan pindah program studi harus sudah melunasi kewajiban administrasi keuangan sampai dengan semester terakhir pada program studi yang akan ditinggalkan.
5. Nilai akademik yang telah diperoleh mahasiswa pindah Program studi pada Program studi sebelumnya tidak dapat diakui/dikonversi pada program studi baru.";administrasi.pindah;peraturan administrasi akademik
saya ingin pindah prodi karena salah jurusan, bisa tidak?;"Mahasiswa Pindahan
1. UPN Veteran Yogyakarta memberi kesempatan mahasiswa pindah program studi di lingkungan UPN Veteran Yogyakarta satu kali pada akhir tahun pertama.
2. Pindah program studi sebagaimana dimaksud poin 1. tidak mengubah batas waktu studi.
3. Mahasiswa yang akan melaksanakan pindah program studi harus lulus seleksi Penerimaan Mahasiswa Baru pada program studi yang dituju di UPN Veteran Yogyakarta
4. Mahasiswa yang akan melaksanakan pindah program studi harus sudah melunasi kewajiban administrasi keuangan sampai dengan semester terakhir pada program studi yang akan ditinggalkan.
5. Nilai akademik yang telah diperoleh mahasiswa pindah Program studi pada Program studi sebelumnya tidak dapat diakui/dikonversi pada program studi baru.";administrasi.pindah;peraturan administrasi akademik
semester berapa mahasiswa boleh pindah studi?;"Mahasiswa Pindahan
1. UPN Veteran Yogyakarta memberi kesempatan mahasiswa pindah program studi di lingkungan UPN Veteran Yogyakarta satu kali pada akhir tahun pertama.
2. Pindah program studi sebagaimana dimaksud poin 1. tidak mengubah batas waktu studi.
3. Mahasiswa yang akan melaksanakan pindah program studi harus lulus seleksi Penerimaan Mahasiswa Baru pada program studi yang dituju di UPN Veteran Yogyakarta
4. Mahasiswa yang akan melaksanakan pindah program studi harus sudah melunasi kewajiban administrasi keuangan sampai dengan semester terakhir pada program studi yang akan ditinggalkan.
5. Nilai akademik yang telah diperoleh mahasiswa pindah Program studi pada Program studi sebelumnya tidak dapat diakui/dikonversi pada program studi baru.";administrasi.pindah;peraturan administrasi akademik
syarat apa saja yang dibutuhkan untuk pindah program studi?;"Mahasiswa Pindahan
1. UPN Veteran Yogyakarta memberi kesempatan mahasiswa pindah program studi di lingkungan UPN Veteran Yogyakarta satu kali pada akhir tahun pertama.
2. Pindah program studi sebagaimana dimaksud poin 1. tidak mengubah batas waktu studi.
3. Mahasiswa yang akan melaksanakan pindah program studi harus lulus seleksi Penerimaan Mahasiswa Baru pada program studi yang dituju di UPN Veteran Yogyakarta
4. Mahasiswa yang akan melaksanakan pindah program studi harus sudah melunasi kewajiban administrasi keuangan sampai dengan semester terakhir pada program studi yang akan ditinggalkan.
5. Nilai akademik yang telah diperoleh mahasiswa pindah Program studi pada Program studi sebelumnya tidak dapat diakui/dikonversi pada program studi baru.";administrasi.pindah;peraturan administrasi akademik
Urus pindah program studi caranya bagaimana?;"Mahasiswa Pindahan
1. UPN Veteran Yogyakarta memberi kesempatan mahasiswa pindah program studi di lingkungan UPN Veteran Yogyakarta satu kali pada akhir tahun pertama.
2. Pindah program studi sebagaimana dimaksud poin 1. tidak mengubah batas waktu studi.
3. Mahasiswa yang akan melaksanakan pindah program studi harus lulus seleksi Penerimaan Mahasiswa Baru pada program studi yang dituju di UPN Veteran Yogyakarta
4. Mahasiswa yang akan melaksanakan pindah program studi harus sudah melunasi kewajiban administrasi keuangan sampai dengan semester terakhir pada program studi yang akan ditinggalkan.
5. Nilai akademik yang telah diperoleh mahasiswa pindah Program studi pada Program studi sebelumnya tidak dapat diakui/dikonversi pada program studi baru.";administrasi.pindah;peraturan administrasi akademik
batas waktu mbanking.;24 jam;administrasi.ukt;peraturan administrasi akademik
Bayar UKT lewat M-Banking maksimal sampai jam berapa ya?;24 jam;administrasi.ukt;peraturan administrasi akademik
tidak di terima pengajuan keringanan apakah harus bayar penuh?;benar.;administrasi.ukt;peraturan administrasi akademik
adakah pembayaran selain ukt seperti uang pembangunan?  ;Biaya daftar ulang mahasiswa baru adalah yang tertera pada kolom semester 1, biaya tersebut sudah mencakup seluruh biaya. Jadi tidak ada biaya tambahan lain.;administrasi.ukt;peraturan administrasi akademik
apakah ada biaya gedung untuk daftar ulang?;Biaya daftar ulang mahasiswa baru adalah yang tertera pada kolom semester 1, biaya tersebut sudah mencakup seluruh biaya. Jadi tidak ada biaya tambahan lain.;administrasi.ukt;peraturan administrasi akademik
Apakah ada biaya tambahan lain, selain pada biaya yang sudah tertera ?;Biaya daftar ulang mahasiswa baru adalah yang tertera pada kolom semester 1, biaya tersebut sudah mencakup seluruh biaya. Jadi tidak ada biaya tambahan lain.;administrasi.ukt;peraturan administrasi akademik
Apakah harus membayar bayar kuliah dulu untuk KRS?;Iya, Silahkan cek status pembayaran Anda di CBIS.;administrasi.ukt;peraturan administrasi akademik
Apakah harus membayar SPP baru bisa KRS?;Iya, Silahkan cek status pembayaran Anda di CBIS.;administrasi.ukt;peraturan administrasi akademik
Apakah harus membayar UKT dulu kemudian input mata kuliah?;Iya, Silahkan cek status pembayaran Anda di CBIS.;administrasi.ukt;peraturan administrasi akademik
Apakah harus membayar UKT dulu untuk KRS?;Iya, Silahkan cek status pembayaran Anda di CBIS.;administrasi.ukt;peraturan administrasi akademik
Apakah harus membayar UKT lalu bisa input matkul?;Iya, Silahkan cek status pembayaran Anda di CBIS.;administrasi.ukt;peraturan administrasi akademik
#ASK Bayar UKT pakai mbanking ke bank error terus gimana turorial ya ? ;"Metode Pembayaran UKT
a.  Kantor  Cabang  Bank  BNI
 1.  Isi  slip  pembayaran (tunai  atau  transfer)
 2.  Informasikan  ke  teller (Nama  Universitas  dan  kode  billing/pembayaran)
 3.  Teller  melakukan  verifikasi  data  (nama,  nominal pembayaran,  dlI)
 4.  Lakukan  pembayaran.
 5.  Simpan  slip  bukti  bayar.
b.  ATM  BNI
 1.  Gunakan  mesin  ATM  BNI  dan kartu  Debit  BNI
 2.  Pilih  MENU  LAINNYA  >  PEMBAYARAN  >  ?MENU BERIKUTNYA  >  ?UNIVERSITAS
 3.  Pilih  STUDENT  PAYMENT  CENTER
 4.  Pilih  kode  lembaga  pendidikan  >  cari  kode  UPN  JOGJA  9003
 5.  Pilih  menu  ENTRY
 6.  Masukkan  dengan  format  (KODE  UNIVERSITAS  +  KODE  BILLING/PEMBAYARAN)
 7.  Chek  kembali  informasi  di  layar
 8.  Jika  sudah  sesuai  klik  BAYAR
 9.  Simpan  kertas  bukti  transaksi
c.  E-banking
 1.  Gunakan  e-banking  BNI
 2.  Pilih  TRANSAKSI  >  PEMBELIAN/PEMBAYARAN  >  PEMBAYARAN  TAGIHAN
 3.  Lakukan  pengisian  data  -  pilih  PEMBAYARAN  -  pilih  nama  universitas  UPN VeteranYogyakarta Masukkan  nomor  tagihan  (KODE  BILLING/PEMBAYARAN)
 4.  Chek  kembali  informasi  di  layar
 5.  Input  8  digit  nomor  yang  mucul  di  BNI  e- secure  (TOKEN  BNI)
 6.  Input  4  digit  nomor  yang  mucul  di  BNI  e- secure  (TOKEN  BNI)  ke  aplikasi  internet
 banking
 7.  Jika  sudah  sesuai  klik  BAYAR
 8.  Simpan  kertas  bukti  bayar.
d.  M-banking
 1.  Gunakan  m-banking  BNI
 2.  Pilih  PEMBAYARAN  >  BIAYA  PENDIDIKAN
 3.  Pilih  JENIS  LAYANAN  >  PEMBAYARAN
 4.  Pilih  UNIVERSITAS  > UPN Veteran Yogyakarta
 5.  Masukkan  KODE BILLING/PEMBAYARAN
 6.  Masukkan  password  transaksi
 7.  Jika  sudah  sesuai  klik  LANJUT
 8.  Download  dan  simpan  bukti  bayar.";administrasi.ukt;peraturan administrasi akademik
apakah metode pembayaran ukt bisa dilakukan melalui m-banking?;"Metode Pembayaran UKT
a.  Kantor  Cabang  Bank  BNI
 1.  Isi  slip  pembayaran (tunai  atau  transfer)
 2.  Informasikan  ke  teller (Nama  Universitas  dan  kode  billing/pembayaran)
 3.  Teller  melakukan  verifikasi  data  (nama,  nominal pembayaran,  dlI)
 4.  Lakukan  pembayaran.
 5.  Simpan  slip  bukti  bayar.
b.  ATM  BNI
 1.  Gunakan  mesin  ATM  BNI  dan kartu  Debit  BNI
 2.  Pilih  MENU  LAINNYA  >  PEMBAYARAN  >  ?MENU BERIKUTNYA  >  ?UNIVERSITAS
 3.  Pilih  STUDENT  PAYMENT  CENTER
 4.  Pilih  kode  lembaga  pendidikan  >  cari  kode  UPN  JOGJA  9003
 5.  Pilih  menu  ENTRY
 6.  Masukkan  dengan  format  (KODE  UNIVERSITAS  +  KODE  BILLING/PEMBAYARAN)
 7.  Chek  kembali  informasi  di  layar
 8.  Jika  sudah  sesuai  klik  BAYAR
 9.  Simpan  kertas  bukti  transaksi
c.  E-banking
 1.  Gunakan  e-banking  BNI
 2.  Pilih  TRANSAKSI  >  PEMBELIAN/PEMBAYARAN  >  PEMBAYARAN  TAGIHAN
 3.  Lakukan  pengisian  data  -  pilih  PEMBAYARAN  -  pilih  nama  universitas  UPN VeteranYogyakarta Masukkan  nomor  tagihan  (KODE  BILLING/PEMBAYARAN)
 4.  Chek  kembali  informasi  di  layar
 5.  Input  8  digit  nomor  yang  mucul  di  BNI  e- secure  (TOKEN  BNI)
 6.  Input  4  digit  nomor  yang  mucul  di  BNI  e- secure  (TOKEN  BNI)  ke  aplikasi  internet
 banking
 7.  Jika  sudah  sesuai  klik  BAYAR
 8.  Simpan  kertas  bukti  bayar.
d.  M-banking
 1.  Gunakan  m-banking  BNI
 2.  Pilih  PEMBAYARAN  >  BIAYA  PENDIDIKAN
 3.  Pilih  JENIS  LAYANAN  >  PEMBAYARAN
 4.  Pilih  UNIVERSITAS  > UPN Veteran Yogyakarta
 5.  Masukkan  KODE BILLING/PEMBAYARAN
 6.  Masukkan  password  transaksi
 7.  Jika  sudah  sesuai  klik  LANJUT
 8.  Download  dan  simpan  bukti  bayar.";administrasi.ukt;peraturan administrasi akademik
